customerID,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,support_calls,num_products,autopay,senior_citizen,gender,partner,dependents,paperless_billing,churn,tenure_bucket,high_monthly_flag,support_per_month,churn_label,tenure,monthly_charges,contract,payment_method,internet_service,support_calls,num_products,autopay,senior_citizen,gender,partner,dependents,paperless_billing,tenure_bucket,high_monthly_flag,support_per_month,actual_churn,pred_proba_rf,pred_proba_lr,pred_rf,pred_lr,revenue_loss_estimate
CUST100278,14,56.71,753.4,Month-to-month,Electronic check,DSL,0,2,1,0,Male,0,0,0,0,13-24,0,0.0,No,1.0,20.82,One year,Credit card,No,0.0,1.0,1.0,0.0,Male,0.0,0.0,1.0,0-3,0.0,0.0,0.0,0.02,0.0269150549904494,0.0,0.0,1.2492
CUST100279,19,55.62,1075.12,One year,Mailed check,Fiber optic,5,1,1,0,Female,1,1,0,0,13-24,0,0.263157895,No,28.0,128.36,Month-to-month,Credit card,Fiber optic,2.0,2.0,0.0,0.0,Female,0.0,0.0,1.0,25-60,1.0,0.0714285714285714,1.0,0.63,0.7776400280712443,1.0,1.0,242.60040000000004
CUST100280,26,78.9,2014.38,One year,Bank transfer,Fiber optic,0,2,0,0,Female,1,0,0,0,25-60,0,0.0,No,8.0,102.46,Two year,Electronic check,DSL,1.0,1.0,1.0,1.0,Female,0.0,0.0,1.0,7-12,1.0,0.125,0.0,0.3,0.3243136350557536,0.0,0.0,92.21399999999998
CUST100281,4,83.9,378.84,Month-to-month,Mailed check,Fiber optic,0,1,0,0,Female,0,0,1,0,04-Jun,0,0.0,No,21.0,77.93,One year,Credit card,No,0.0,3.0,0.0,1.0,Male,1.0,1.0,1.0,13-24,0.0,0.0,1.0,0.24,0.1433234172583379,0.0,0.0,56.10960000000001
CUST100282,5,75.92,387.17,Two year,Bank transfer,DSL,0,1,1,0,Male,0,0,1,0,04-Jun,0,0.0,No,3.0,90.15,Month-to-month,Bank transfer,No,8.0,1.0,1.0,0.0,Female,0.0,0.0,1.0,0-3,1.0,2.6666666666666665,0.0,0.55,0.6547956113272934,1.0,1.0,148.74750000000003
CUST100283,1,79.34,94.26,Month-to-month,Electronic check,Fiber optic,0,1,1,0,Female,1,1,1,0,0-3,0,0.0,No,29.0,82.01,Two year,Credit card,Fiber optic,1.0,2.0,0.0,0.0,Male,1.0,1.0,0.0,25-60,0.0,0.0344827586206896,1.0,0.1,0.1667449232283494,0.0,0.0,24.603
CUST100284,10,121.0,1170.87,Month-to-month,Mailed check,No,3,1,1,0,Female,0,0,1,0,07-Dec,1,0.3,No,1.0,91.28,Month-to-month,Credit card,DSL,4.0,2.0,1.0,0.0,Female,0.0,1.0,0.0,0-3,1.0,4.0,0.0,0.56,0.5089631225882373,1.0,1.0,153.3504
CUST100285,0,102.15,35.35,Month-to-month,Mailed check,Fiber optic,3,1,1,1,Female,1,1,1,0,0-3,1,3.0,No,1.0,23.72,Two year,Electronic check,Fiber optic,0.0,2.0,0.0,0.0,Female,0.0,0.0,1.0,0-3,0.0,0.0,0.0,0.04,0.0899579678559996,0.0,0.0,2.8464
CUST100286,7,75.72,634.28,Month-to-month,Electronic check,No,0,2,1,0,Female,1,0,0,0,07-Dec,0,0.0,No,16.0,111.09,One year,Electronic check,Fiber optic,0.0,1.0,1.0,0.0,Male,1.0,0.0,1.0,13-24,1.0,0.0,0.0,0.17,0.2081515031157111,0.0,0.0,56.6559
CUST100287,9,98.24,833.76,Two year,Mailed check,DSL,2,3,1,1,Male,1,0,0,0,07-Dec,1,0.222222222,No,21.0,104.33,Two year,Bank transfer,Fiber optic,4.0,1.0,1.0,0.0,Male,1.0,1.0,1.0,13-24,1.0,0.1904761904761904,0.0,0.48,0.3240633715019628,0.0,0.0,150.2352
CUST100288,4,39.02,139.09,Month-to-month,Credit card,No,1,2,0,0,Female,0,0,0,0,04-Jun,0,0.25,No,1.0,109.34,One year,Electronic check,Fiber optic,5.0,2.0,0.0,1.0,Female,0.0,1.0,1.0,0-3,1.0,5.0,1.0,0.39,0.6881339932225395,0.0,1.0,127.9278
CUST100289,10,81.94,830.98,Month-to-month,Bank transfer,DSL,1,1,1,0,Male,0,0,0,1,07-Dec,0,0.1,Yes,41.0,54.71,Month-to-month,Credit card,Fiber optic,0.0,2.0,0.0,0.0,Male,1.0,0.0,0.0,25-60,0.0,0.0,0.0,0.08,0.0911600701797133,0.0,0.0,13.130400000000002
CUST100290,0,124.28,39.32,Month-to-month,Bank transfer,DSL,1,2,1,0,Female,1,1,0,1,0-3,1,1.0,Yes,20.0,55.64,Month-to-month,Bank transfer,DSL,1.0,1.0,0.0,0.0,Female,0.0,0.0,1.0,13-24,0.0,0.05,1.0,0.1,0.2290749592374528,0.0,0.0,16.692
CUST100291,0,63.46,-27.98,One year,Bank transfer,No,1,3,0,0,Male,0,0,0,0,0-3,0,1.0,No,14.0,72.36,Month-to-month,Bank transfer,Fiber optic,0.0,1.0,1.0,0.0,Female,0.0,0.0,1.0,13-24,0.0,0.0,0.0,0.45,0.1935014226488198,0.0,0.0,97.686
CUST100292,20,44.57,749.75,Month-to-month,Mailed check,No,1,1,1,0,Male,0,0,0,0,13-24,0,0.05,No,1.0,88.59,One year,Credit card,Fiber optic,0.0,1.0,1.0,0.0,Male,0.0,0.0,1.0,0-3,0.0,0.0,0.0,0.23,0.1956318942503702,0.0,0.0,61.127100000000006
CUST100293,5,50.44,320.16,One year,Credit card,Fiber optic,1,1,0,0,Male,1,1,1,0,04-Jun,0,0.2,No,4.0,98.66,One year,Credit card,No,0.0,1.0,0.0,0.0,Male,1.0,0.0,0.0,4-6,1.0,0.0,1.0,0.33,0.2536535834889607,0.0,0.0,97.6734
CUST100294,1,37.31,75.34,Month-to-month,Mailed check,DSL,0,1,1,1,Female,1,0,0,0,0-3,0,0.0,No,24.0,54.12,Month-to-month,Bank transfer,Fiber optic,1.0,3.0,0.0,0.0,Female,0.0,1.0,1.0,13-24,0.0,0.0416666666666666,1.0,0.28,0.2115262451215975,0.0,0.0,45.460800000000006
CUST100295,8,46.46,284.53,Month-to-month,Bank transfer,DSL,1,1,0,0,Male,0,0,1,1,07-Dec,0,0.125,Yes,4.0,32.3,One year,Mailed check,Fiber optic,1.0,1.0,1.0,0.0,Male,0.0,0.0,0.0,4-6,0.0,0.25,0.0,0.01,0.0237239643753891,0.0,0.0,0.969
CUST100296,17,58.88,970.58,Two year,Mailed check,Fiber optic,0,3,0,1,Male,0,1,1,0,13-24,0,0.0,No,9.0,75.17,Two year,Credit card,DSL,2.0,1.0,1.0,1.0,Male,1.0,0.0,0.0,7-12,0.0,0.2222222222222222,0.0,0.03,0.1142221426025787,0.0,0.0,6.7653
CUST100297,2,27.83,134.07,Month-to-month,Bank transfer,No,0,1,1,0,Female,1,0,0,0,0-3,0,0.0,No,18.0,79.23,Two year,Credit card,No,3.0,2.0,1.0,1.0,Male,0.0,1.0,1.0,13-24,0.0,0.1666666666666666,0.0,0.21,0.16275611736144,0.0,0.0,49.9149
CUST100298,11,70.47,847.56,Two year,Electronic check,DSL,2,2,1,1,Female,0,1,1,0,07-Dec,0,0.181818182,No,7.0,103.52,Two year,Bank transfer,Fiber optic,2.0,2.0,0.0,0.0,Male,0.0,0.0,1.0,7-12,1.0,0.2857142857142857,0.0,0.34,0.4772154052001731,0.0,0.0,105.59040000000002
CUST100299,1,97.07,144.0,Month-to-month,Bank transfer,No,0,1,1,0,Female,0,1,1,0,0-3,1,0.0,No,10.0,96.91,Month-to-month,Credit card,DSL,5.0,1.0,0.0,0.0,Female,0.0,0.0,1.0,7-12,1.0,0.5,1.0,0.61,0.7361128137107559,1.0,1.0,177.3453
CUST100300,0,42.77,-8.81,Two year,Electronic check,DSL,1,1,0,0,Female,1,0,0,0,0-3,0,1.0,No,12.0,82.61,One year,Electronic check,No,0.0,1.0,1.0,0.0,Female,0.0,0.0,1.0,7-12,0.0,0.0,0.0,0.15,0.1090480879315637,0.0,0.0,37.1745
CUST100301,9,115.58,1044.37,Month-to-month,Electronic check,No,3,1,1,0,Male,0,0,0,0,07-Dec,1,0.333333333,No,22.0,55.86,Month-to-month,Electronic check,Fiber optic,1.0,2.0,1.0,0.0,Female,1.0,0.0,1.0,13-24,0.0,0.0454545454545454,0.0,0.07,0.1174402137581272,0.0,0.0,11.7306
CUST100302,9,85.32,761.33,One year,Electronic check,No,3,3,0,1,Male,0,0,1,0,07-Dec,0,0.333333333,No,44.0,68.06,Two year,Bank transfer,No,0.0,1.0,1.0,0.0,Male,0.0,0.0,0.0,25-60,0.0,0.0,0.0,0.04,0.0310707351796795,0.0,0.0,8.1672
CUST100303,12,100.92,1267.45,Month-to-month,Bank transfer,Fiber optic,2,1,0,0,Female,0,0,1,0,07-Dec,1,0.166666667,No,7.0,76.56,Two year,Bank transfer,Fiber optic,0.0,2.0,1.0,0.0,Female,1.0,0.0,1.0,7-12,0.0,0.0,0.0,0.11,0.1429951718534964,0.0,0.0,25.2648
CUST100304,15,50.26,710.11,Month-to-month,Credit card,Fiber optic,1,2,0,0,Male,0,1,1,1,13-24,0,0.066666667,Yes,5.0,82.99,Month-to-month,Bank transfer,No,1.0,1.0,1.0,0.0,Female,1.0,1.0,0.0,4-6,0.0,0.2,0.0,0.36,0.2234936968551552,0.0,0.0,89.6292
CUST100305,44,95.64,4167.87,Month-to-month,Bank transfer,No,3,1,0,0,Male,1,0,0,0,25-60,1,0.068181818,No,2.0,84.0,Month-to-month,Credit card,DSL,0.0,1.0,1.0,0.0,Male,0.0,0.0,0.0,0-3,0.0,0.0,0.0,0.18,0.2501157486900669,0.0,0.0,45.36
CUST100306,8,37.24,348.43,Month-to-month,Mailed check,Fiber optic,0,2,1,0,Male,1,0,1,0,07-Dec,0,0.0,No,6.0,90.06,One year,Credit card,Fiber optic,2.0,1.0,0.0,1.0,Male,0.0,0.0,1.0,4-6,1.0,0.3333333333333333,0.0,0.37,0.3685585155543288,0.0,0.0,99.9666
CUST100307,4,96.71,384.62,Month-to-month,Mailed check,Fiber optic,0,2,1,0,Male,1,0,1,0,04-Jun,1,0.0,No,29.0,68.72,Month-to-month,Electronic check,Fiber optic,2.0,1.0,0.0,1.0,Male,0.0,0.0,0.0,25-60,0.0,0.0689655172413793,0.0,0.13,0.1941230414495696,0.0,0.0,26.8008
CUST100308,19,75.16,1496.96,Month-to-month,Credit card,Fiber optic,3,2,0,0,Male,1,0,1,0,13-24,0,0.157894737,No,28.0,96.56,Two year,Electronic check,Fiber optic,0.0,1.0,0.0,1.0,Male,1.0,0.0,1.0,25-60,1.0,0.0,1.0,0.52,0.2728210543250851,1.0,0.0,150.6336
CUST100309,3,86.6,226.22,One year,Credit card,DSL,3,1,1,0,Female,1,0,1,0,0-3,0,1.0,No,8.0,67.49,Month-to-month,Mailed check,DSL,1.0,1.0,0.0,1.0,Female,0.0,0.0,0.0,7-12,0.0,0.125,0.0,0.22,0.2697326375368813,0.0,0.0,44.5434
CUST100310,6,34.73,205.64,One year,Credit card,No,3,1,0,0,Female,0,1,0,0,04-Jun,0,0.5,No,2.0,34.16,Two year,Credit card,No,3.0,1.0,0.0,0.0,Male,1.0,1.0,1.0,0-3,0.0,1.5,0.0,0.29,0.1366672148099193,0.0,0.0,29.719199999999997
CUST100311,0,43.15,-46.12,One year,Electronic check,DSL,5,1,1,1,Female,0,0,0,0,0-3,0,5.0,No,7.0,45.62,Two year,Credit card,DSL,0.0,1.0,1.0,0.0,Male,0.0,1.0,1.0,7-12,0.0,0.0,0.0,0.11,0.0594470047406569,0.0,0.0,15.054599999999995
CUST100312,0,87.92,0.37,One year,Credit card,No,2,3,1,1,Female,1,1,0,0,0-3,0,2.0,No,5.0,48.76,One year,Credit card,Fiber optic,3.0,2.0,1.0,0.0,Male,0.0,0.0,1.0,4-6,0.0,0.6,0.0,0.19,0.0793049778002075,0.0,0.0,27.7932
CUST100313,39,41.55,1546.52,Month-to-month,Credit card,DSL,0,1,0,0,Female,0,0,1,0,25-60,0,0.0,No,19.0,91.18,Two year,Credit card,DSL,0.0,1.0,1.0,0.0,Female,0.0,1.0,0.0,13-24,1.0,0.0,0.0,0.25,0.1653297482012136,0.0,0.0,68.385
CUST100314,21,83.9,1737.52,Month-to-month,Credit card,Fiber optic,2,1,1,0,Female,0,0,0,0,13-24,0,0.095238095,No,8.0,38.72,Month-to-month,Mailed check,Fiber optic,1.0,1.0,0.0,0.0,Female,0.0,1.0,0.0,7-12,0.0,0.125,0.0,0.11,0.1356079859224554,0.0,0.0,12.7776
CUST100315,14,28.99,334.05,Month-to-month,Bank transfer,DSL,0,1,0,0,Female,0,0,1,0,13-24,0,0.0,No,2.0,90.97,Month-to-month,Bank transfer,No,2.0,2.0,1.0,0.0,Male,1.0,0.0,0.0,0-3,1.0,1.0,0.0,0.32,0.3087557817318954,0.0,0.0,87.3312
CUST100316,6,95.45,607.4,Two year,Mailed check,DSL,3,1,1,0,Male,1,1,1,1,04-Jun,1,0.5,Yes,2.0,46.6,Month-to-month,Electronic check,Fiber optic,3.0,2.0,1.0,1.0,Male,0.0,0.0,0.0,0-3,0.0,1.5,0.0,0.14,0.1236409833440835,0.0,0.0,19.572000000000003
CUST100317,2,33.02,101.87,Month-to-month,Mailed check,DSL,0,2,0,0,Female,0,0,0,0,0-3,0,0.0,No,19.0,31.59,One year,Credit card,Fiber optic,2.0,2.0,0.0,0.0,Female,1.0,0.0,1.0,13-24,0.0,0.1052631578947368,0.0,0.1,0.0738065359607735,0.0,0.0,9.477
CUST100318,2,86.57,86.63,Month-to-month,Credit card,Fiber optic,1,3,1,0,Male,1,1,1,0,0-3,0,0.5,No,5.0,39.04,Two year,Mailed check,Fiber optic,1.0,1.0,1.0,0.0,Male,0.0,0.0,0.0,4-6,0.0,0.2,0.0,0.02,0.0367009092886282,0.0,0.0,2.3424
CUST100319,3,88.77,333.0,One year,Mailed check,Fiber optic,0,1,1,0,Male,0,1,1,0,0-3,0,0.0,No,20.0,94.68,Month-to-month,Bank transfer,Fiber optic,0.0,1.0,1.0,1.0,Female,0.0,0.0,0.0,13-24,1.0,0.0,1.0,0.27,0.2472585583841183,0.0,0.0,76.69080000000001
CUST100320,9,49.1,566.77,Month-to-month,Bank transfer,No,0,3,0,0,Male,1,1,1,1,07-Dec,0,0.0,Yes,11.0,128.45,Month-to-month,Electronic check,Fiber optic,1.0,1.0,0.0,0.0,Female,1.0,1.0,1.0,7-12,1.0,0.0909090909090909,1.0,0.52,0.7721113421778356,1.0,1.0,200.382
CUST100321,15,87.46,1314.2,Two year,Mailed check,DSL,0,2,0,0,Male,0,0,1,0,13-24,0,0.0,No,0.0,74.06,One year,Electronic check,Fiber optic,2.0,1.0,1.0,0.0,Male,0.0,1.0,1.0,0-3,0.0,2.0,1.0,0.05,0.1548842271133095,0.0,0.0,11.109000000000002
CUST100322,12,77.81,901.66,Two year,Electronic check,Fiber optic,0,1,1,0,Male,1,0,1,0,07-Dec,0,0.0,No,4.0,21.19,Month-to-month,Bank transfer,Fiber optic,1.0,2.0,0.0,0.0,Male,0.0,1.0,1.0,4-6,0.0,0.25,0.0,0.4,0.1087641052847635,0.0,0.0,25.428000000000004
CUST100323,3,53.83,302.71,Month-to-month,Bank transfer,Fiber optic,1,3,0,0,Female,0,0,0,0,0-3,0,0.333333333,No,2.0,22.02,Two year,Credit card,DSL,2.0,1.0,1.0,0.0,Female,1.0,1.0,1.0,0-3,0.0,1.0,0.0,0.05,0.0657804174772541,0.0,0.0,3.303
CUST100324,37,39.74,1404.43,Month-to-month,Mailed check,DSL,2,2,0,0,Male,0,0,1,0,25-60,0,0.054054054,No,9.0,58.0,Month-to-month,Bank transfer,No,1.0,1.0,0.0,1.0,Male,0.0,0.0,1.0,7-12,0.0,0.1111111111111111,0.0,0.24,0.2134978090640691,0.0,0.0,41.76
CUST100325,16,11.12,178.93,Month-to-month,Mailed check,Fiber optic,4,1,1,0,Female,1,1,1,0,13-24,0,0.25,No,22.0,93.52,Month-to-month,Credit card,No,0.0,2.0,1.0,0.0,Female,1.0,0.0,1.0,13-24,1.0,0.0,0.0,0.28,0.2905119907036265,0.0,0.0,78.55680000000001
CUST100326,9,80.49,733.39,One year,Bank transfer,Fiber optic,2,2,1,0,Female,0,1,1,0,07-Dec,0,0.222222222,No,7.0,65.89,Two year,Electronic check,Fiber optic,0.0,1.0,1.0,0.0,Female,0.0,1.0,1.0,7-12,0.0,0.0,0.0,0.37,0.112827237693366,0.0,0.0,73.1379
CUST100327,11,23.06,320.92,Month-to-month,Mailed check,Fiber optic,3,1,0,1,Female,0,1,1,0,07-Dec,0,0.272727273,No,21.0,51.18,Two year,Electronic check,DSL,1.0,1.0,1.0,1.0,Male,1.0,0.0,1.0,13-24,0.0,0.0476190476190476,0.0,0.16,0.0509844716978178,0.0,0.0,24.5664
CUST100328,6,72.86,455.15,One year,Mailed check,DSL,2,1,0,0,Male,1,0,0,0,04-Jun,0,0.333333333,No,2.0,61.76,Month-to-month,Credit card,Fiber optic,1.0,1.0,1.0,0.0,Female,1.0,0.0,1.0,0-3,0.0,0.5,1.0,0.42,0.2562444488893428,0.0,0.0,77.8176
CUST100329,3,62.1,161.37,One year,Credit card,Fiber optic,4,2,1,0,Male,0,0,0,1,0-3,0,1.333333333,Yes,6.0,46.27,Two year,Credit card,DSL,1.0,1.0,1.0,0.0,Female,0.0,1.0,0.0,4-6,0.0,0.1666666666666666,0.0,0.03,0.066652103060688,0.0,0.0,4.164300000000001
CUST100330,5,90.37,404.29,Month-to-month,Electronic check,DSL,4,2,0,0,Female,1,0,1,1,04-Jun,1,0.8,Yes,0.0,88.25,Month-to-month,Mailed check,DSL,1.0,3.0,0.0,0.0,Male,0.0,0.0,1.0,0-3,0.0,1.0,1.0,0.36,0.5281429743089031,0.0,1.0,95.31
CUST100331,17,60.94,1018.89,Month-to-month,Bank transfer,Fiber optic,1,2,1,0,Female,0,0,0,0,13-24,0,0.058823529,No,3.0,76.56,One year,Electronic check,No,1.0,1.0,1.0,0.0,Male,1.0,0.0,1.0,0-3,0.0,0.3333333333333333,0.0,0.07,0.1189073269691982,0.0,0.0,16.0776
CUST100332,0,60.12,-50.35,One year,Credit card,No,0,1,1,0,Female,0,1,1,0,0-3,0,0.0,No,29.0,26.64,One year,Bank transfer,DSL,1.0,1.0,0.0,0.0,Male,0.0,0.0,1.0,25-60,0.0,0.0344827586206896,0.0,0.05,0.035827992747731,0.0,0.0,3.996
CUST100333,1,91.96,94.35,Month-to-month,Mailed check,Fiber optic,1,3,1,0,Female,1,1,0,1,0-3,1,1.0,Yes,0.0,21.09,Month-to-month,Mailed check,Fiber optic,3.0,2.0,1.0,0.0,Female,0.0,1.0,0.0,0-3,0.0,3.0,0.0,0.05,0.079858971427569,0.0,0.0,3.1635
CUST100334,0,80.05,-28.21,Two year,Bank transfer,Fiber optic,1,1,0,0,Female,1,0,1,1,0-3,0,1.0,Yes,4.0,47.12,One year,Mailed check,Fiber optic,1.0,2.0,0.0,0.0,Male,1.0,1.0,0.0,4-6,0.0,0.25,0.0,0.03,0.0704335382417156,0.0,0.0,4.2408
CUST100335,0,79.48,-74.7,Month-to-month,Bank transfer,DSL,2,1,0,0,Male,0,0,1,0,0-3,0,2.0,No,0.0,76.65,Month-to-month,Mailed check,DSL,0.0,2.0,0.0,0.0,Female,1.0,0.0,0.0,0-3,0.0,0.0,1.0,0.3,0.3731969674597004,0.0,0.0,68.985
CUST100336,23,84.08,1996.6,One year,Electronic check,No,0,1,0,1,Female,1,0,1,0,13-24,0,0.0,No,5.0,59.94,One year,Mailed check,No,2.0,1.0,1.0,0.0,Male,1.0,0.0,0.0,4-6,0.0,0.4,0.0,0.12,0.0504880798106516,0.0,0.0,21.5784
CUST100337,14,23.93,310.14,Two year,Electronic check,DSL,1,1,1,0,Female,1,0,1,0,13-24,0,0.071428571,No,1.0,63.58,Month-to-month,Bank transfer,DSL,1.0,2.0,0.0,0.0,Female,1.0,0.0,1.0,0-3,0.0,1.0,0.0,0.53,0.3950889177588993,1.0,0.0,101.0922
CUST100338,7,92.7,585.49,Two year,Bank transfer,Fiber optic,0,1,1,0,Female,1,0,1,1,07-Dec,1,0.0,Yes,6.0,75.44,Month-to-month,Credit card,Fiber optic,1.0,1.0,1.0,0.0,Female,1.0,1.0,0.0,4-6,0.0,0.1666666666666666,0.0,0.08,0.2249821031439312,0.0,0.0,18.1056
CUST100339,1,88.37,79.96,Month-to-month,Electronic check,No,1,2,0,0,Female,0,0,0,1,0-3,0,1.0,Yes,15.0,167.29,Month-to-month,Bank transfer,DSL,0.0,1.0,1.0,0.0,Female,0.0,0.0,1.0,13-24,1.0,0.0,1.0,0.48,0.8223616292268597,0.0,1.0,240.8976
CUST100340,8,39.5,319.42,Month-to-month,Electronic check,Fiber optic,0,2,1,0,Male,0,0,0,0,07-Dec,0,0.0,No,8.0,104.07,Month-to-month,Bank transfer,DSL,1.0,1.0,1.0,0.0,Male,0.0,1.0,1.0,7-12,1.0,0.125,0.0,0.48,0.4208794262707772,0.0,0.0,149.86079999999998
CUST100341,7,62.68,351.44,One year,Mailed check,Fiber optic,1,3,1,0,Female,0,1,1,0,07-Dec,0,0.142857143,No,10.0,78.32,One year,Mailed check,DSL,0.0,2.0,1.0,1.0,Female,0.0,1.0,0.0,7-12,0.0,0.0,1.0,0.17,0.0871414214556358,0.0,0.0,39.9432
CUST100342,2,68.82,154.22,Month-to-month,Electronic check,Fiber optic,1,2,0,0,Female,0,0,1,0,0-3,0,0.5,No,44.0,27.51,One year,Bank transfer,Fiber optic,1.0,2.0,1.0,0.0,Female,1.0,0.0,1.0,25-60,0.0,0.0227272727272727,0.0,0.07,0.0166516681829922,0.0,0.0,5.777100000000001
CUST100343,6,65.97,343.46,Month-to-month,Electronic check,DSL,1,1,0,0,Male,0,1,0,0,04-Jun,0,0.166666667,No,4.0,63.12,Month-to-month,Credit card,No,0.0,1.0,1.0,0.0,Female,0.0,0.0,1.0,4-6,0.0,0.0,1.0,0.19,0.1866536759243542,0.0,0.0,35.97839999999999
CUST100344,6,80.02,565.67,Two year,Credit card,Fiber optic,0,2,0,0,Female,0,0,0,1,04-Jun,0,0.0,Yes,6.0,132.94,Two year,Credit card,No,1.0,1.0,0.0,0.0,Female,0.0,0.0,1.0,4-6,1.0,0.1666666666666666,1.0,0.47,0.7254517225296991,0.0,1.0,187.4454
CUST100345,11,112.94,1268.54,Month-to-month,Mailed check,DSL,2,2,1,0,Male,1,1,0,0,07-Dec,1,0.181818182,No,14.0,53.55,Month-to-month,Electronic check,Fiber optic,0.0,1.0,1.0,0.0,Female,0.0,1.0,1.0,13-24,0.0,0.0,0.0,0.14,0.1208458721027566,0.0,0.0,22.491
CUST100346,12,102.45,1209.41,Month-to-month,Mailed check,Fiber optic,1,1,1,0,Male,1,1,1,0,07-Dec,1,0.083333333,No,50.0,37.45,Two year,Credit card,No,4.0,3.0,1.0,1.0,Female,0.0,1.0,0.0,25-60,0.0,0.08,0.0,0.14,0.0298280446479438,0.0,0.0,15.729000000000005
CUST100347,0,30.63,-37.26,Month-to-month,Bank transfer,DSL,0,2,1,0,Female,0,0,0,0,0-3,0,0.0,No,8.0,104.62,Two year,Bank transfer,DSL,0.0,1.0,0.0,0.0,Male,0.0,1.0,0.0,7-12,1.0,0.0,0.0,0.24,0.3347510258561481,0.0,0.0,75.32639999999999
CUST100348,5,88.66,438.05,One year,Electronic check,No,0,1,0,0,Female,1,0,0,0,04-Jun,0,0.0,No,59.0,58.93,Month-to-month,Electronic check,Fiber optic,1.0,2.0,1.0,0.0,Female,0.0,0.0,1.0,25-60,0.0,0.0169491525423728,0.0,0.04,0.0689482130109793,0.0,0.0,7.0716
CUST100349,11,109.87,1239.21,One year,Credit card,DSL,1,1,0,0,Male,1,0,0,0,07-Dec,1,0.090909091,No,8.0,53.47,One year,Mailed check,No,2.0,3.0,0.0,0.0,Female,0.0,0.0,0.0,7-12,0.0,0.25,0.0,0.24,0.0934820651429879,0.0,0.0,38.4984
CUST100350,8,81.6,651.53,Month-to-month,Credit card,Fiber optic,1,1,1,0,Male,0,0,1,0,07-Dec,0,0.125,No,1.0,109.31,One year,Electronic check,Fiber optic,1.0,1.0,1.0,0.0,Male,0.0,0.0,0.0,0-3,1.0,1.0,0.0,0.32,0.2556969672458185,0.0,0.0,104.9376
CUST100351,23,102.73,2351.93,Month-to-month,Mailed check,Fiber optic,1,2,1,0,Female,0,0,1,0,13-24,1,0.043478261,No,12.0,96.07,One year,Mailed check,Fiber optic,0.0,3.0,0.0,0.0,Male,1.0,0.0,1.0,7-12,1.0,0.0,0.0,0.34,0.2627666392359887,0.0,0.0,97.9914
CUST100352,12,130.37,1567.36,Month-to-month,Electronic check,Fiber optic,2,2,1,1,Female,0,0,0,1,07-Dec,1,0.166666667,Yes,2.0,71.55,Month-to-month,Credit card,DSL,2.0,1.0,0.0,0.0,Female,1.0,1.0,0.0,0-3,0.0,1.0,0.0,0.45,0.4341954996741306,0.0,0.0,96.5925
CUST100353,2,100.71,171.23,One year,Credit card,DSL,1,1,1,0,Male,1,1,0,0,0-3,1,0.5,No,10.0,62.7,Month-to-month,Electronic check,Fiber optic,2.0,1.0,1.0,0.0,Female,1.0,0.0,1.0,7-12,0.0,0.2,0.0,0.19,0.1912838396889557,0.0,0.0,35.739000000000004
CUST100354,0,77.48,-17.16,Month-to-month,Bank transfer,Fiber optic,1,1,1,0,Female,0,0,1,0,0-3,0,1.0,No,9.0,82.32,Month-to-month,Bank transfer,Fiber optic,0.0,2.0,1.0,0.0,Male,1.0,0.0,0.0,7-12,0.0,0.0,0.0,0.21,0.1540244114140788,0.0,0.0,51.8616
CUST100355,12,101.35,1111.91,Two year,Electronic check,DSL,0,3,0,0,Male,0,0,0,0,07-Dec,1,0.0,No,1.0,58.23,Two year,Electronic check,DSL,1.0,3.0,1.0,0.0,Female,0.0,0.0,0.0,0-3,0.0,1.0,1.0,0.14,0.0992423304978724,0.0,0.0,24.4566
CUST100356,0,74.35,48.69,Month-to-month,Electronic check,Fiber optic,2,3,1,0,Female,0,0,0,1,0-3,0,2.0,Yes,16.0,82.76,Month-to-month,Bank transfer,DSL,3.0,2.0,1.0,0.0,Male,1.0,0.0,0.0,13-24,0.0,0.1875,0.0,0.11,0.2027185193363886,0.0,0.0,27.3108
CUST100357,10,70.72,722.14,Two year,Electronic check,Fiber optic,0,1,1,0,Female,1,1,1,1,07-Dec,0,0.0,Yes,3.0,12.76,Month-to-month,Mailed check,Fiber optic,0.0,3.0,0.0,0.0,Female,1.0,1.0,1.0,0-3,0.0,0.0,0.0,0.16,0.1080076868541391,0.0,0.0,6.1248
CUST100358,33,59.46,1923.51,Month-to-month,Credit card,Fiber optic,1,1,0,0,Male,1,0,1,1,25-60,0,0.03030303,Yes,13.0,76.7,Month-to-month,Electronic check,Fiber optic,1.0,1.0,0.0,0.0,Female,1.0,0.0,1.0,13-24,0.0,0.0769230769230769,1.0,0.21,0.3767241140598241,0.0,0.0,48.321
CUST100359,10,116.9,1263.94,One year,Mailed check,DSL,2,2,1,0,Male,0,0,1,1,07-Dec,1,0.2,Yes,31.0,79.3,Month-to-month,Electronic check,Fiber optic,0.0,1.0,0.0,0.0,Female,1.0,0.0,1.0,25-60,0.0,0.0,0.0,0.51,0.2922831518492235,1.0,0.0,121.329
CUST100360,5,45.45,231.6,Month-to-month,Mailed check,No,0,1,0,0,Female,0,1,1,1,04-Jun,0,0.0,Yes,6.0,65.46,Two year,Credit card,Fiber optic,1.0,1.0,0.0,1.0,Male,1.0,0.0,0.0,4-6,0.0,0.1666666666666666,0.0,0.13,0.1577349449950456,0.0,0.0,25.529400000000003
